"study_day"	"subject"	"diet_name"	"total_mg"	"total_kcal"	"total_mg_dry"	"probiotic"	"fiber"	"steroid"	"antibiotic"	"antidiarrheal"	"bristol_mean"	"holding"	"pair_access"	"warb_status"	"keeper_note"	"Subj_Certainty"	"Sex"	"subject_age"	"SampleID"	"CollectionDate"	"SampleNotes"	"ExtractID"	"ExtractDate"	"ExtractKit"	"ExtractedBy"	"ExtractNotes"	"SequenceID"	"LibraryCode"	"LibPrepKit"	"FlowCellType"	"FlowCellSerial"	"FlongleAdapter"	"SeqDevice"	"protein_fed"	"fat_fed"	"CHO_fed"	"mineral_fed"	"Omega_3"	"Omega_6"	"Methionine"	"Taurine"	"Calcium_Ca"	"Magnesium_Mg"	"Phosphorus_P"	"Potassium_K"	"Copper_Cu"	"Iodine_I"	"Iron_Fe"	"Manganese_Mn"	"Zinc_Zn"	"Acid_Detergent_Fiber"	"Neutral_Detergent_Fiber"	"Total_Dietary_Fiber"	"Water_Soluble_Carbohydrates"	"Crude_Fiber"	"Starch"	"Beta_Carotene"	"Lycopene"	"Choline"	"Folic_Acid_Vitamin_B9"	"Vitamin_B1_Thiamin"	"Vitamin_B2_Riboflavin"	"Vitamin_B3_Niacin"	"Vitamin_B5_Pantothenic_Acid"	"Vitamin_B6_Pyridoxine"	"Vitamin_B7_Biotin"	"Vitamin_B12_Cobalamin"	"Vitamin_C_Ascorbic_Acid"	"Vitamin_A"	"Vitamin_D3_Cholecalciferol"	"Vitamin_E"	"Vitamin_K"	"Biscuit"	"Gum_Arabic"	"Invertebrates"	"Protein_Rotation"	"Seasonal_Veggie_Rotation"	"Oat_Gel"	"subject_day"
74	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-192"	2024-01-07	""	"hdz-192-e1"	2024-04-15	"Quick-DNA Fecal/Soil Microbe"	"MB"	""	"hdz-192-s75"	"hdz4"	"SQK-16S114-24"	"FLO-FLG114"	"AUD364"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_74"
74	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-191"	2024-01-07	"Tests indicate Warble is not pregnant, no metaboilte evidence of conception"	"hdz-191-e1"	2024-04-15	"Quick-DNA Fecal/Soil Microbe"	"MB"	""	"hdz-191-s56"	"hdz3"	"SQK-16S114-24"	"FLO-FLG114"	"AUA949"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_74"
75	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-264"	2024-01-08	""	"hdz-264-e1"	2024-07-15	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-264-s167"	"hdz8"	"SQK-16S114-24"	"FLO-FLG114"	"AVP307"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_75"
75	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-268"	2024-01-08	""	"hdz-268-e1"	2024-08-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-268-s308"	"hdz14"	"SQK-16S114-24"	"FLO-FLG114"	"AVP124"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_75"
76	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"no"	"M"	11	"hdz-263"	2024-01-09	""	"hdz-263-e1"	2024-07-15	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-263-s166"	"hdz8"	"SQK-16S114-24"	"FLO-FLG114"	"AVP307"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_76"
77	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-258"	2024-01-10	""	"hdz-258-e1"	2024-07-12	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-258-s162"	"hdz8"	"SQK-16S114-24"	"FLO-FLG114"	"AVP307"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_77"
80	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-259"	2024-01-13	""	"hdz-259-e1"	2024-07-12	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-259-s163"	"hdz8"	"SQK-16S114-24"	"FLO-FLG114"	"AVP307"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_80"
81	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-269"	2024-01-14	""	"hdz-269-e1"	2024-08-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-269-s309"	"hdz14"	"SQK-16S114-24"	"FLO-FLG114"	"AVP124"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_81"
82	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	3	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-274"	2024-01-15	""	"hdz-274-e1"	2024-08-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-274-s314"	"hdz14"	"SQK-16S114-24"	"FLO-FLG114"	"AVP124"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_82"
83	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	0	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-245"	2024-01-16	""	"hdz-245-e1"	2024-07-10	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-245-s145"	"hdz7"	"SQK-16S114-24"	"FLO-FLG114"	"AVH171"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_83"
83	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-251"	2024-01-16	""	"hdz-251-e1"	2024-07-10	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-251-s151"	"hdz7"	"SQK-16S114-24"	"FLO-FLG114"	"AVH171"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_83"
84	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	4.5	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-253"	2024-01-17	""	"hdz-253-e1"	2024-07-10	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-253-s153"	"hdz7"	"SQK-16S114-24"	"FLO-FLG114"	"AVH171"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_84"
84	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-323"	2024-01-17	""	"hdz-323-e1"	2024-06-28	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-323-s134"	"hdz6"	"SQK-16S114-24"	"FLO-FLG114"	"AVI490"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_84"
85	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-252"	2024-01-18	""	"hdz-252-e1"	2024-07-10	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-252-s152"	"hdz7"	"SQK-16S114-24"	"FLO-FLG114"	"AVH171"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_85"
85	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-246"	2024-01-18	""	"hdz-246-e1"	2024-07-10	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-246-s146"	"hdz7"	"SQK-16S114-24"	"FLO-FLG114"	"AVH171"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_85"
86	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-249"	2024-01-19	""	"hdz-249-e1"	2024-07-10	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-249-s149"	"hdz7"	"SQK-16S114-24"	"FLO-FLG114"	"AVH171"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_86"
87	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-240"	2024-01-20	""	"hdz-240-e1"	2024-07-10	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-240-s140"	"hdz7"	"SQK-16S114-24"	"FLO-FLG114"	"AVH171"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_87"
87	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-247"	2024-01-20	""	"hdz-247-e1"	2024-07-10	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-247-s147"	"hdz7"	"SQK-16S114-24"	"FLO-FLG114"	"AVH171"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_87"
88	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	6	"old"	"n"	"anestrus"	"health: coprophagy observed"	"yes"	"M"	11	"hdz-250"	2024-01-21	""	"hdz-250-e1"	2024-07-10	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-250-s150"	"hdz7"	"SQK-16S114-24"	"FLO-FLG114"	"AVH171"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_88"
88	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	6	"old"	"n"	"anestrus"	"health: coprophagy observed"	"yes"	"M"	11	"hdz-272"	2024-01-21	""	"hdz-272-e1"	2024-08-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-272-s312"	"hdz14"	"SQK-16S114-24"	"FLO-FLG114"	"AVP124"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_88"
88	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-248"	2024-01-21	""	"hdz-248-e1"	2024-07-10	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-248-s148"	"hdz7"	"SQK-16S114-24"	"FLO-FLG114"	"AVH171"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_88"
89	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	6	"old"	"n"	"anestrus"	"food: removing cauliflower and broccoli from diet rotation"	"yes"	"M"	11	"hdz-270"	2024-01-22	""	"hdz-270-e1"	2024-08-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-270-s310"	"hdz14"	"SQK-16S114-24"	"FLO-FLG114"	"AVP124"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_89"
89	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-267"	2024-01-22	""	"hdz-267-e1"	2024-07-15	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-267-s255"	"hdz12"	"SQK-16S114-24"	"FLO-FLG114"	"AVN769"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_89"
90	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-273"	2024-01-23	""	"hdz-273-e1"	2024-08-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-273-s313"	"hdz14"	"SQK-16S114-24"	"FLO-FLG114"	"AVP124"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_90"
90	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-265"	2024-01-23	""	"hdz-265-e1"	2024-07-15	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-265-s205"	"hdz9"	"SQK-16S114-24"	"FLO-FLG114"	"AWN500"	"FA-09291"	"Spike-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_90"
91	"culi"	"baseline"	52000	90	29000	0	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-262"	2024-01-24	""	"hdz-262-e1"	2024-07-15	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-262-s165"	"hdz8"	"SQK-16S114-24"	"FLO-FLG114"	"AVP307"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"culi_91"
92	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5.5	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-271"	2024-01-25	""	"hdz-271-e1"	2024-08-26	"Quick-DNA Fecal/Soil Microbe"	"SA"	""	"hdz-271-s311"	"hdz14"	"SQK-16S114-24"	"FLO-FLG114"	"AVP124"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_92"
93	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	5	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-203"	2024-01-26	""	"hdz-203-e1"	2024-06-13	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-203-s203"	"hdz9"	"SQK-16S114-24"	"FLO-FLG114"	"AWN500"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_93"
93	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-209"	2024-01-26	""	"hdz-209-e1"	2024-06-06	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-209-s104"	"hdz5"	"SQK-16S114-24"	"FLO-FLG114"	"AVI712"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_93"
94	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	6	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-202"	2024-01-27	""	"hdz-202-e1"	2024-05-30	"Quick-DNA Fecal/Soil Microbe"	"SA/ZE"	""	"hdz-202-e1-s348"	"hdz16"	"SQK-16S114-24"	"FLO-FLG114"	"AVU071"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_94"
94	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-207"	2024-01-27	""	"hdz-207-e1"	2024-06-13	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-207-s102"	"hdz5"	"SQK-16S114-24"	"FLO-FLG114"	"AVI712"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_94"
95	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-266"	2024-01-28	""	"hdz-266-e1"	2024-07-15	"Quick-DNA Fecal/Soil Microbe"	"ZE"	""	"hdz-266-s254"	"hdz12"	"SQK-16S114-24"	"FLO-FLG114"	"AVN769"	"FA-09291"	"Spike-MinION"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_95"
95	"warble"	"baseline"	52000	90	29000	0	0	0	0	0	1	"old"	"n"	"anestrus"	NA	"yes"	"F"	7	"hdz-260"	2024-01-28	""	"hdz-260-e1"	2024-07-12	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-260-s164"	"hdz8"	"SQK-16S114-24"	"FLO-FLG114"	"AVP307"	"FA-08546"	"Angel-MinION"	5100	2000	2000	2000	635	3370	90	20	321.7701592	157.3827213	167.1484216	322.688967	0.5	0	5.5	1.5	2.5	2000	9000	1000	0	12000	3000	0.3	0.0192825	37.545567	0.24385	0.196003	0.29455	1.957192	1.195088	0.26034	0.008388	0.0563012	11.7	641	131	6	0.048859	13200	12000	10000	2100	15000	0	"warble_95"
96	"culi"	"oatgel"	60342.85714	90	29904.58333	10	0	0.2	0	0	2	"old"	"n"	"anestrus"	NA	"yes"	"M"	11	"hdz-204"	2024-01-29	""	"hdz-204-e1"	2024-06-13	"Quick-DNA Fecal/Soil Microbe"	"AS"	""	"hdz-204-s249"	"hdz11"	"NA"	"NA"	"AVN953"	NA	"NA"	4826.53571	1618.96429	2005.1413	1816.25337	634.49	3369.2	86.58715	17.952	319.66248	190.93112	157.15731	322.43378	0.45601	0.02172	5.31891	1.46863	2.43729	2435.20325	9629.23644	606.16274	0	12395	3102.91905	0.33946	0.02571	35.42382	0.2426	0.19693	0.27704	1.92509	1.17367	0.26179	0.00822	0.0452	12.60268	760.41222	130.858	6.97048	0.04953	13200	12000	8000	2100	20000	5000	"culi_96"
