"Organism"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"txid376807"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Amylolactobacillus"	"Amylolactobacillus amylotrophicus"
"txid1612"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Companilactobacillus"	"Companilactobacillus farciminis"
"txid2801452"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Companilactobacillus"	"Companilactobacillus kimchii"
"txid194326"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Companilactobacillus"	"Companilactobacillus versmoldensis"
"txid2729623"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus absianus"
"txid2486013"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus baoqingensis"
"txid1423732"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus casei"
"txid2100821"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus chiayiensis"
"txid2486014"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus daqingensis"
"txid2486010"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus hegangensis"
"txid2493111"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus hulanensis"
"txid2486012"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus jixianensis"
"txid88233"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus manihotivorans"
"txid2799574"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus mingshuiensis"
"txid1291734"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus nasuensis"
"txid171523"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus pantheris"
"txid1597"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus paracasei"
"txid1123687"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus porcinae"
"txid1626"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus sharpeae"
"txid1296539"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus songhuajiangensis"
"txid2486011"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus suibinensis"
"txid2799577"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus suilingensis"
"txid57037"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus zeae"
"txid2668065"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lacticaseibacillus"	"Lacticaseibacillus zhaodongensis"
"txid1589"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactiplantibacillus"	"Lactiplantibacillus pentosus"
"txid1590"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactiplantibacillus"	"Lactiplantibacillus plantarum"
"txid33959"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"Lactobacillus johnsonii"
"txid508451"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	"Lactobacillus taiwanensis"
"txid28038"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Latilactobacillus"	"Latilactobacillus curvatus"
"txid60519"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Latilactobacillus"	"Latilactobacillus graminis"
"txid1599"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Latilactobacillus"	"Latilactobacillus sakei"
"txid2729622"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lentilactobacillus"	"Lentilactobacillus kribbianus"
"txid1423802"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lentilactobacillus"	"Lentilactobacillus senioris"
"txid33964"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	"Leuconostoc citreum"
"txid115778"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	"Leuconostoc gasicomitatum"
"txid1607837"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	"Leuconostoc gelidum"
"txid434464"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	"Leuconostoc holzapfelii"
"txid935294"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	"Leuconostoc lactis"
"txid2026657"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	"Leuconostoc mesenteroides"
"txid910540"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	"Leuconostoc miyukkimchii"
"txid33968"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	"Leuconostoc pseudomesenteroides"
"txid649758"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Levilactobacillus"	"Levilactobacillus brevis"
"txid1622"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Ligilactobacillus"	"Ligilactobacillus murinus"
"txid1613"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Limosilactobacillus"	"Limosilactobacillus fermentum"
"txid1607"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Loigolactobacillus"	"Loigolactobacillus bifermentans"
"txid152335"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Paucilactobacillus"	"Paucilactobacillus suebicus"
"txid176291"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Paucilactobacillus"	"Paucilactobacillus vaccinostercus"
"txid1255"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Pediococcus"	"Pediococcus pentosaceus"
"txid304207"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Schleiferilactobacillus"	"Schleiferilactobacillus harbinensis"
"txid2722706"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Secundilactobacillus"	"Secundilactobacillus angelensis"
"txid2559923"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Secundilactobacillus"	"Secundilactobacillus hailunensis"
"txid1302272"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Secundilactobacillus"	"Secundilactobacillus kimchicus"
"txid1435342"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Secundilactobacillus"	"Secundilactobacillus mixtipabuli"
"txid480930"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Secundilactobacillus"	"Secundilactobacillus odoratitofui"
"txid1714682"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Secundilactobacillus"	"Secundilactobacillus pentosiphilus"
"txid1714681"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Secundilactobacillus"	"Secundilactobacillus silagincola"
"txid1423804"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Secundilactobacillus"	"Secundilactobacillus similis"
"txid2799580"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Secundilactobacillus"	"Secundilactobacillus yichangensis"
"txid759620"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Weissella"	"Weissella ceti"
"txid137591"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Weissella"	"Weissella cibaria"
"txid1583"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Weissella"	"Weissella confusa"
"txid46256"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Weissella"	"Weissella hellenica"
"txid2508881"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Weissella"	"Weissella muntiaci"
"txid1329250"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Weissella"	"Weissella oryzae"
"txid1249"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Weissella"	"Weissella paramesenteroides"
"txid2559928"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Weissella"	"Weissella sagaensis"
"txid155866"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Weissella"	"Weissella soli"
"txid542833"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus cremoris"
"txid1281486"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus formosensis"
"txid1363"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus garvieae"
"txid1358"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus lactis"
"txid1494461"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus laudensis"
"txid2749962"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus paracarnosus"
"txid1364"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus piscium"
"txid1366"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus raffinolactis"
"txid1151742"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus taiwanensis"
"txid1156431"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus ilei"
"txid684066"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus lactarius"
"txid28037"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus mitis"
"txid1451356"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus moroccensis"
"txid1305"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus sanguinis"
"txid2819619"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus toyakuensis"
"txid2763661"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Bianqueaceae"	"Bianquea"	"Bianquea renquensis"
"txid270498"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Christensenellaceae"	"Christensenella"	"Christensenella hongkongensis"
"txid1851429"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Christensenellaceae"	"Christensenella"	"Christensenella intestinihominis"
"txid1805714"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Christensenellaceae"	"Christensenella"	"Christensenella massiliensis"
"txid626937"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Christensenellaceae"	"Christensenella"	"Christensenella minuta"
"txid1816678"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Christensenellaceae"	"Christensenella"	"Christensenella timonensis"
"txid2763655"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Christensenellaceae"	"Gehongia"	"Gehongia tenuis"
"txid2763656"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Christensenellaceae"	"Guopingia"	"Guopingia tenuis"
"txid2763654"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Christensenellaceae"	"Luoshenia"	"Luoshenia tenuis"
"txid501571"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Butyricicoccus"	"Butyricicoccus pullicaecorum"
"txid1561"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium baratii"
"txid1520"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium beijerinckii"
"txid1492"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium butyricum"
"txid1121302"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium cavendishii"
"txid29356"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium chartatabidum"
"txid179628"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium colicanis"
"txid84024"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium disporicum"
"txid2126740"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium fessum"
"txid759821"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium indicum"
"txid182773"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium isatidis"
"txid1414721"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium jeddahense"
"txid1499684"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium jeddahitimonense"
"txid1347366"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium massiliamazoniense"
"txid1958780"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium merdae"
"txid137838"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium neonatale"
"txid29363"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium paraputrificum"
"txid195103"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium perfringens"
"txid1650661"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium phoceensis"
"txid2605778"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium porci"
"txid36850"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium quinii"
"txid29369"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium sardiniense"
"txid84031"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium sartagoforme"
"txid1414720"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium saudiense"
"txid39493"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium tarantellae"
"txid1559"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium tertium"
"txid2479838"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium transplantifaecale"
"txid2784388"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Clostridium"	"Clostridium vitabionis"
"txid433279"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Falcatimonas"	"Falcatimonas natans"
"txid1096246"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Hungatella"	"Hungatella effluvii"
"txid154046"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Hungatella"	"Hungatella hathewayi"
"txid384636"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Hungatella"	"Hungatella xylanolytica"
"txid341220"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Lactonifactor"	"Lactonifactor longoviformis"
"txid1122184"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Lutispora"	"Lutispora thermophila"
"txid1870991"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Massilioclostridium"	"Massilioclostridium coli"
"txid1871024"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Mordavella"	"Mordavella massiliensis"
"txid35785"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Sarcina"	"Sarcina maxima"
"txid1267"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Sarcina"	"Sarcina ventriculi"
"txid1294259"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiales Family XVII. Incertae Sedis"	"Thermaerobacter"	"Thermaerobacter composti"
"txid1450156"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Defluviitaleaceae"	"Defluviitalea"	"Defluviitalea raffinosedens"
"txid214853"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Anaerofustis"	"Anaerofustis stercorihominis"
"txid53442"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium callanderi"
"txid29322"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium cellulosolvens"
"txid1736"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium limosum"
"txid2041044"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium maltosivorans"
"txid1732"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium oxidoreducens"
"txid39495"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Eubacterium"	"Eubacterium uniforme"
"txid1871029"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Intestinibacillus"	"Intestinibacillus massiliensis"
"txid433296"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriales Family XIII. Incertae Sedis"	"Aminipila"	"Aminipila butyrica"
"txid2697030"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriales Family XIII. Incertae Sedis"	"Aminipila"	"Aminipila terrae"
"txid109327"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriales Family XIII. Incertae Sedis"	"Anaerovorax"	"Anaerovorax odorimutans"
"txid1917867"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriales Family XIII. Incertae Sedis"	"Bacilliculturomica"	"Bacilliculturomica massiliensis"
"txid938278"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriales Family XIII. Incertae Sedis"	"Casaltella"	"Casaltella massiliensis"
"txid1776384"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriales Family XIII. Incertae Sedis"	"Emergencia"	"Emergencia timonensis"
"txid1852367"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriales Family XIII. Incertae Sedis"	"Ihubacter"	"Ihubacter massiliensis"
"txid2764712"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriales Family XIII. Incertae Sedis"	"Lentihominibacter"	"Lentihominibacter faecis"
"txid2763645"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriales Family XIII. Incertae Sedis"	"Lentihominibacter"	"Lentihominibacter hominis"
"txid2606708"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriales Family XIII. Incertae Sedis"	"Mogibacterium"	"Mogibacterium kristiansenii"
"txid2818044"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriales Family XIII. Incertae Sedis"	"Sinanaerobacter"	"Sinanaerobacter chloroacetimidivorans"
"txid56774"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriales Family XIII. Incertae Sedis"	"unclassified Eubacteriales Family XIII. Incertae Sedis genus"	"Eubacterium infirmum"
"txid2763660"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Feifaniaceae"	"Feifania"	"Feifania hominis"
"txid879566"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Acetatifactor"	"Acetatifactor muris"
"txid1619234"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Anaerobium"	"Anaerobium acetethylicum"
"txid105843"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Anaerobutyricum"	"Anaerobutyricum soehngenii"
"txid1527"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Anaerocolumna"	"Anaerocolumna aminovalerica"
"txid433286"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Anaerocolumna"	"Anaerocolumna cellulosilytica"
"txid1727145"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Anaerocolumna"	"Anaerocolumna chitinilytica"
"txid259063"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Anaerocolumna"	"Anaerocolumna jejuensis"
"txid2696063"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Anaerocolumna"	"Anaerocolumna sedimenticola"
"txid100134"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Anaerocolumna"	"Anaerocolumna xylanovorans"
"txid1812858"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Anaerosacchariphilus"	"Anaerosacchariphilus polymeriproducens"
"txid264463"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Anaerosporobacter"	"Anaerosporobacter mobilis"
"txid105841"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Anaerostipes"	"Anaerostipes caccae"
"txid2738446"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Anaerostipes"	"Anaerostipes faecalis"
"txid649756"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Anaerostipes"	"Anaerostipes hadrus"
"txid1229621"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Anaerostipes"	"Anaerostipes rhamnosivorans"
"txid433293"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Anaerotaenia"	"Anaerotaenia torta"
"txid433287"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Anaerotignum"	"Anaerotignum aminivorans"
"txid2358141"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Anaerotignum"	"Anaerotignum faecicola"
"txid160404"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Anaerotignum"	"Anaerotignum lactatifermentans"
"txid28446"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Anaerotignum"	"Anaerotignum propionicum"
"txid1745713"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Bariatricus"	"Bariatricus massiliensis"
"txid2606636"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Bilifractor"	"Bilifractor porci"
"txid1912897"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Blautia"	"Blautia argi"
