"SequenceID"	"LibraryCode"	"LibraryTube"	"LibraryBarcode"	"ExtractID"	"SampVolPool"	"TotalPoolVol"	"BeadVol"	"Conc_QC2"	"reads_unclassified"	"FlowCellSerial"	"protocol_group_id"	"SeqRunID"	"SeqDate"	"SeqDateTime"	"SampleSet"	"LibPrepDate"	"LibPrepWorkflow"	"LibPrepKit"	"FlowCellType"	"FlongleAdapter"	"SeqDevice"	"strands"	"fragment_type"	"Length"	"InputMassStart"	"TemplateVolPrep"	"PoolSamples"	"InputMassFinal"	"ExtractDate"	"ExtractedBy"	"ExtractKit"	"SampleID"	"ExtractBox"	"ExtractNotes"	"ExtractConc"	"SampleCollectedBy"	"SampleNotes"	"Bristol"	"SampleTime"	"SampleStabilizer"	"CollectionDate"	"Subject"	"Subj_Certainty"
"LAM-25-MGE-S191"	"cm010"	7	7	"DNA1-LAM-25-MGE"	NA	NA	NA	NA	9603	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"LAM-25-MGE"	"DNA Extracts 10"	""	20	"SA/GR"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-04-03	"Lambchop"	"yes"
"BUD-44-MGE-S192"	"cm010"	8	8	"DNA1-BUD-44-MGE"	NA	NA	NA	NA	15029	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-30	"SA"	"Quick-DNA Fecal/Soil Microbe"	"BUD-44-MGE"	"DNA Extracts 10"	""	10	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-22	"Buddy"	"yes"
"WOL-17-MGE-S193"	"cm010"	9	9	"DNA1-WOL-17-MGE"	NA	NA	NA	NA	17485	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-05-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"WOL-17-MGE"	"DNA Extracts 10"	""	15	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-26	"Wolverine"	"yes"
"GIN-46-MGE-S194"	"cm010"	10	10	"DNA1-GIN-46-MGE"	NA	NA	NA	NA	7788	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-30	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GIN-46-MGE"	"DNA Extracts 10"	""	13	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-24	"Ginger"	"yes"
"FRA-47-MGE-S195"	"cm010"	11	11	"DNA1-FRA-47-MGE"	NA	NA	NA	NA	12334	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-30	"SA"	"Quick-DNA Fecal/Soil Microbe"	"FRA-47-MGE"	"DNA Extracts 10"	""	14	"SA"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-04-25	"Franc"	"yes"
"IVY-47-MGE-S196"	"cm010"	12	12	"DNA1-IVY-47-MGE"	NA	NA	NA	NA	23218	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-30	"SA"	"Quick-DNA Fecal/Soil Microbe"	"IVY-47-MGE"	"DNA Extracts 10"	""	10	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-04-25	"Ivy"	"yes"
"KOR-48-MGE-S197"	"cm010"	13	13	"DNA1-KOR-48-MGE"	NA	NA	NA	NA	15097	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-30	"SA"	"Quick-DNA Fecal/Soil Microbe"	"KOR-48-MGE"	"DNA Extracts 10"	""	3	"SA/GR"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-04-26	"Korra"	"yes"
"HEN-48-MGE-S198"	"cm010"	14	14	"DNA1-HEN-48-MGE"	NA	NA	NA	NA	9603	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-30	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HEN-48-MGE"	"DNA Extracts 10"	""	2.8	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-26	"Henry"	"yes"
"MAR-49-MGE-S199"	"cm010"	15	15	"DNA1-MAR-49-MGE"	NA	NA	NA	NA	11901	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-30	"SA"	"Quick-DNA Fecal/Soil Microbe"	"MAR-49-MGE"	"DNA Extracts 10"	""	3.8	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-27	"Marshmallow"	"yes"
"JOA-49-MGE-S200"	"cm010"	16	16	"DNA1-JOA-49-MGE"	NA	NA	NA	NA	9932	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-30	"SA"	"Quick-DNA Fecal/Soil Microbe"	"JOA-49-MGE"	"DNA Extracts 10"	""	11	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-04-27	"Joans"	"yes"
"GRO-50-MGE-S201"	"cm010"	17	17	"DNA1-GRO-50-MGE"	NA	NA	NA	NA	17056	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-30	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GRO-50-MGE"	"DNA Extracts 10"	""	9.5	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-28	"Grogu"	"yes"
"GIN-50-MGE-S202"	"cm010"	18	18	"DNA1-GIN-50-MGE"	NA	NA	NA	NA	12427	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-04-30	"SA"	"Quick-DNA Fecal/Soil Microbe"	"GIN-50-MGE"	"DNA Extracts 10"	""	8.8	"SA/GR"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-04-28	"Ginger"	"yes"
"OPH-9-MGE-S203"	"cm010"	19	19	"DNA1-OPH-9-MGE"	NA	NA	NA	NA	9694	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-05-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"OPH-9-MGE"	"DNA Extracts 10"	""	16	"SA"	""	1	730	"Molecular Grade (96%) Ethanol"	2023-03-18	"Ophelia"	"yes"
"CHA-9-MGE-S204"	"cm010"	20	20	"DNA1-CHA-9-MGE"	NA	NA	NA	NA	18455	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-05-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"CHA-9-MGE"	"DNA Extracts 10"	""	2.3	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-18	"Charles"	"yes"
"HAM-11-MGE-S205"	"cm010"	21	21	"DNA1-HAM-11-MGE"	NA	NA	NA	NA	18694	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-05-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HAM-11-MGE"	"DNA Extracts 10"	""	17	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-20	"Hamlet"	"yes"
"BUD-11-MGE-S206"	"cm010"	22	22	"DNA1-BUD-11-MGE"	NA	NA	NA	NA	14200	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-05-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"BUD-11-MGE"	"DNA Extracts 10"	""	7.2	"SA"	""	3	800	"Molecular Grade (96%) Ethanol"	2023-03-20	"Buddy"	"yes"
"JAR-14-MGE-S207"	"cm010"	23	23	"DNA1-JAR-14-MGE"	NA	NA	NA	NA	11758	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-05-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"JAR-14-MGE"	"DNA Extracts 10"	""	13	"SA/GR"	""	1	730	"Molecular Grade (96%) Ethanol"	2023-03-23	"JarJar BINKS"	"yes"
"CM-NTC-010-CTRL"	"cm010"	24	24	""	NA	NA	NA	NA	29	"AVI583"	"UNO-CM-010"	"CM010"	2024-07-21	2024-07-21 22:35:24.639963	"marmoset"	2024-07-21	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
