organism	Kingdom	Phylum	Class	Order	Family	Genus	Species
txid1121115	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Blautia	s__Blautia wexlerae
txid45851	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio crossotus
txid831	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio fibrisolvens
txid185008	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio hungatei
txid43305	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio proteoclasticus
txid915180	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Caecibacterium	s__Caecibacterium sporoformans
txid673271	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Catenibacillus	s__Catenibacillus scindens
txid642492	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Cellulosilyticum	s__Cellulosilyticum lentocellum
txid33043	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Coprococcus	s__Coprococcus eutactus
txid1870993	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Coprococcus	s__Coprococcus phoceensis
txid1796618	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Cuneatibacter	s__Cuneatibacter caecimuris
txid2850323	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Diplocloster	s__Diplocloster agilis
txid2850322	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Diplocloster	s__Diplocloster modestus
txid1720294	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Eisenbergiella	s__Eisenbergiella massiliensis
txid2652274	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Eisenbergiella	s__Eisenbergiella porci
txid1432052	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Eisenbergiella	s__Eisenbergiella tayi
txid358742	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster aldenensis
txid333367	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster asparagiformis
txid208479	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster bolteae
txid358743	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster citroniae
txid1531	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster clostridioformis
txid460384	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster lavalensis
txid1796622	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Extibacter	s__Extibacter muris
txid2788944	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Faecalicatena	s__Faecalicatena absiana
txid39482	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Faecalicatena	s__Faecalicatena contorta
txid2726362	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Faecalicatena	s__Faecalicatena faecalis
txid290055	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Faecalicatena	s__Faecalicatena fissicatena
txid1544	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Faecalicatena	s__Faecalicatena orotica
txid1912855	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Faecalimonas	s__Faecalimonas umbilicata
txid1796636	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Frisingicoccus	s__Frisingicoccus caecimuris
txid1150298	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Fusicatenibacter	s__Fusicatenibacter saccharivorans
txid1408099	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Fusimonas	s__Fusimonas intestini
txid1912090	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Gluceribacter	s__Gluceribacter canis
txid1679721	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Herbinix	s__Herbinix luporum
txid180286	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Hespellia	s__Hespellia porcina
txid2885351	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Hominisplanchenecus	s__Hominisplanchenecus faecis
txid2763671	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Jingyaoa	s__Jingyaoa shaoxingensis
txid679200	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Johnsonella	s__Johnsonella ignava
txid2763664	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Jutongia	s__Jutongia hominis
txid2763668	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Jutongia	s__Jutongia huaianensis
txid1469948	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Kineothrix	s__Kineothrix alysoides
txid2002841	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Konateibacter	s__Konateibacter massiliensis
txid979627	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lachnoanaerobaculum	s__Lachnoanaerobaculum orale
txid887325	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lachnoanaerobaculum	s__Lachnoanaerobaculum saburreum
txid617123	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lachnoanaerobaculum	s__Lachnoanaerobaculum umeaense
txid140626	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lachnobacterium	s__Lachnobacterium bovis
txid99656	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lachnoclostridium	s__Clostridium fimetarium
txid1286820	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lachnoclostridium	s__Clostridium methoxybenzovorans
txid29364	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lachnoclostridium	s__Clostridium polysaccharolyticum
txid37658	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lachnoclostridium	s__Clostridium populeti
txid1512	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lachnoclostridium	s__Clostridium symbiosum
txid1926283	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lachnoclostridium	s__Lachnoclostridium edouardi
txid1917870	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lachnoclostridium	s__Lachnoclostridium pacaense
txid1871021	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lachnoclostridium	s__Lachnoclostridium phocaeense
txid1852382	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lachnoclostridium	s__Lachnoclostridium urinimassiliense
txid36832	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lacrimispora	s__Lacrimispora aerotolerans
txid94868	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lacrimispora	s__Lacrimispora algidixylanolytica
txid253257	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lacrimispora	s__Lacrimispora amygdalina
txid1286362	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lacrimispora	s__Lacrimispora celerecrescens
txid69825	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lacrimispora	s__Lacrimispora indolis
txid84030	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lacrimispora	s__Lacrimispora saccharolytica
txid29370	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lacrimispora	s__Lacrimispora sphenoides
txid29375	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Lacrimispora	s__Lacrimispora xylanolytica
txid2219695	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Luxibacter	s__Luxibacter massiliensis
txid168384	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Marvinbryantia	s__Marvinbryantia formatexigens
txid2316025	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter butyricigenes
txid2594882	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter catenae
txid1298596	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter faecis
txid342942	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter glycyrrhizinilyticus
txid1720300	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter massiliensis
txid411470	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Mediterraneibacter	s__Ruminococcus gnavus
txid471875	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Mediterraneibacter	s__Ruminococcus lactaris
txid33039	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Mediterraneibacter	s__Ruminococcus torques
txid1653435	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Merdimonas	s__Merdimonas faecis
txid1462919	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Mobilitalea	s__Mobilitalea sibirica
txid371674	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Moryella	s__Moryella indoligenes
txid1337051	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Murimonas	s__Murimonas intestini
txid2068655	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Novisyntrophococcus	s__Novisyntrophococcus fermenticellae
txid2606633	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Oliverpabstia	s__Oliverpabstia intestinalis
txid796944	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Oribacterium	s__Oribacterium asaccharolyticum
txid796943	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Oribacterium	s__Oribacterium parvum
txid237576	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Oribacterium	s__Oribacterium sinus
txid2606632	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Porcincola	s__Porcincola intestinalis
txid2763669	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Qiania	s__Qiania dongpingensis
txid180332	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Robinsoniella	s__Robinsoniella peoriensis
txid301302	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Roseburia	s__Roseburia faecis
txid585394	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Roseburia	s__Roseburia hominis
txid536231	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Roseburia	s__Roseburia intestinalis
txid622312	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Roseburia	s__Roseburia inulinivorans
txid2605790	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Roseburia	s__Roseburia porci
txid2044587	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Schaedlerella	s__Schaedlerella arabinosiphila
txid1653434	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Sellimonas	s__Sellimonas intestinalis
txid2779351	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Sellimonas	s__Sellimonas monacensis
txid2763665	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Simiaoa	s__Simiaoa hominis
txid2681861	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Sporofaciens	s__Sporofaciens musculi
txid796942	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Stomatobaculum	s__Stomatobaculum longum
txid84037	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Syntrophococcus	s__Syntrophococcus sucromutans
txid36835	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Tyzzerella	s__Clostridium colinum
txid2755051	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Variimorphobacter	s__Variimorphobacter saccharofermentans
txid2606634	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Velocimicrobium	s__Velocimicrobium porci
txid2606635	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Waltera	s__Waltera intestinalis
txid2763667	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Wansuia	s__Wansuia hejianensis
txid2763670	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Wujia	s__Wujia chipingensis
txid2763666	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__Zhenhengia	s__Zhenhengia yiwuensis
txid515619	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Lachnospiraceae	g__	s__Eubacterium rectale
txid35830	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Acetivibrio	s__Acetivibrio cellulolyticus
txid720554	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Acetivibrio	s__Acetivibrio clariflavus
txid290052	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Acetivibrio	s__Acetivibrio ethanolgignens
txid253314	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Acetivibrio	s__Acetivibrio straminisolvens
txid1515	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Acetivibrio	s__Acetivibrio thermocellus
txid1628085	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Agathobaculum	s__Agathobaculum butyriciproducens
txid39484	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Agathobaculum	s__Agathobaculum desmolans
txid1673717	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Anaeromassilibacillus	s__Anaeromassilibacillus senegalensis
txid169435	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Anaerotruncus	s__Anaerotruncus colihominis
txid1673720	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Anaerotruncus	s__Anaerotruncus massiliensis
txid1720200	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Anaerotruncus	s__Anaerotruncus rubiinfantis
txid1871018	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Angelakisella	s__Angelakisella massiliensis
txid1720313	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Bittarella	s__Bittarella massiliensis
txid2576756	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Caproicibacter	s__Caproicibacter fermentans
txid642589	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Caproiciproducens	s__Caproiciproducens galactitolivorans
txid2763657	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Congzhengia	s__Congzhengia minquanensis
txid1632013	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Drancourtella	s__Drancourtella massiliensis
txid2093857	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Dysosmobacter	s__Dysosmobacter welbionis
txid292800	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Flavonifractor	s__Flavonifractor plautii
txid1650663	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Fournierella	s__Fournierella massiliensis
txid2763659	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Fumia	s__Fumia xinanensis
txid1849041	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Harryflintia	s__Harryflintia acetispora
txid2764322	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Hydrogeniiclostridium	s__Hydrogeniiclostridium mannosilyticum
txid2108523	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Lawsonibacter	s__Lawsonibacter asaccharolyticus
txid1944642	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Marasmitruncus	s__Marasmitruncus massiliensis
txid1852384	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Massiliimalia	s__Massiliimalia massiliensis
txid1987501	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Massiliimalia	s__Massiliimalia timonensis
txid1776382	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Neglectibacter	s__Neglectibacter timonensis
txid1841866	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Oscillibacter	s__Oscillibacter massiliensis
txid1007096	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Oscillibacter	s__Oscillibacter ruminantium
txid351091	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Oscillibacter	s__Oscillibacter valericigenes
txid2038680	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Paludicola	s__Paludicola psychrotolerans
txid100176	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Papillibacter	s__Papillibacter cinnamivorans
txid1841867	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Phocea	s__Phocea massiliensis
txid1841868	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Provencibacterium	s__Provencibacterium massiliense
txid411467	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Pseudoflavonifractor	s__Pseudoflavonifractor capillosus
txid2779352	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Pseudoflavonifractor	s__Pseudoflavonifractor gallinarum
txid1870988	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Pseudoflavonifractor	s__Pseudoflavonifractor phocaeensis
txid2086583	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Pseudoruminococcus	s__Pseudoruminococcus massiliensis
txid2714358	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Pusillibacter	s__Pusillibacter faecalis
txid1917873	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Pygmaiobacter	s__Pygmaiobacter massiliensis
txid2779355	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Ructibacterium	s__Ructibacterium gallinarum
txid2678306	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Ruminococcoides	s__Ruminococcoides bili
txid40519	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Ruminococcus	s__Ruminococcus callidus
txid1265	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Ruminococcus	s__Ruminococcus flavefaciens
txid438033	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Ruminococcus	s__Ruminococcus gauvreauii
txid1550024	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Ruthenibacterium	s__Ruthenibacterium lactatiformans
txid2014781	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Scatolibacter	s__Scatolibacter rhodanostii
txid2780922	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Solibaculum	s__Solibaculum mannosilyticum
txid44749	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Sporobacter	s__Sporobacter termitidis
txid2714355	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas coprocola
txid2714353	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas fastidiosa
txid1535	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__	s__Clostridium leptum
txid47246	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__	s__Clostridium viride
